"","Player","Years","Full_Salary","Avg_Salary","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","X","OWS","DWS","WS","WS.48","X.1","OBPM","DBPM","BPM","VORP"
"29","Fred VanVleet","4",8.5e+07,21250000,"SG",25,"TOR",54,54,35.7,5.9,14.3,0.413,2.7,6.9,0.39,3.2,7.4,0.434,0.507,3.1,3.7,0.848,0.3,3.4,3.8,6.6,1.9,0.3,2.2,2.4,17.6,16.3,0.553,0.484,0.256,1,9.9,5.6,27.7,2.5,0.9,12.3,21.7,NA,2.8,3.1,5.8,0.145,NA,1.3,1.4,2.7,2.3
"30","Garrett Temple","1",4767000,4767000,"SG",33,"BRK",62,35,27.9,3.6,9.5,0.378,2,6.2,0.329,1.5,3.2,0.473,0.486,1.1,1.4,0.805,0.5,3,3.5,2.5,0.8,0.5,1,1.7,10.3,10.5,0.513,0.658,0.148,1.8,11.1,6.5,12.8,1.3,1.4,9,16.6,NA,0.7,1.7,2.4,0.066,NA,-1.4,0.3,-1.1,0.4
"31","Gary Clark","2",4100000,2050000,"SF-PF",25,"TOT",42,5,13.5,1.3,3.2,0.406,0.9,2.6,0.351,0.4,0.5,0.682,0.553,0.2,0.2,0.9,0.9,1.7,2.6,0.4,0.1,0.5,0.2,1.1,3.7,10.7,0.568,0.835,0.075,6.8,14,10.3,4.1,0.5,3.4,6.8,11,NA,0.7,0.5,1.2,0.1,NA,-0.9,-0.9,-1.9,0
"32","Glenn Robinson III","1",2028594,2028594,"SF",26,"TOT",62,52,28.8,4.6,9.5,0.486,1.2,3.2,0.391,3.4,6.4,0.534,0.552,1.2,1.4,0.86,1.3,3,4.4,1.5,0.9,0.3,0.9,1.6,11.7,13.3,0.577,0.333,0.145,4.8,11.9,8.2,8.4,1.4,0.8,8,16.4,NA,2,0.9,2.9,0.078,NA,-0.5,-1.2,-1.7,0.1
"33","Gordon Hayward","4",1.2e+08,3e+07,"SF",29,"BOS",52,52,33.5,6.7,13.5,0.5,1.6,4.3,0.383,5.1,9.2,0.554,0.561,2.4,2.8,0.855,1.1,5.6,6.7,4.1,0.7,0.4,1.8,1.8,17.5,18.1,0.595,0.317,0.207,3.4,17.8,10.7,18.7,1.1,1.2,11.2,21.1,NA,3.5,2.2,5.7,0.158,NA,2.6,0.1,2.7,2
"34","Harry Giles","1",1678854,1678854,"C",21,"SAC",46,17,14.5,3,5.5,0.554,0,0,0,3,5.4,0.558,0.554,0.8,1.1,0.776,0.9,3.2,4.1,1.3,0.5,0.4,1,2.6,6.9,16.4,0.58,0.008,0.195,7.1,25.1,15.9,14.2,1.6,2.6,13.9,20.6,NA,0.8,0.8,1.6,0.112,NA,-2.2,0.9,-1.3,0.1
"35","Hassan Whiteside","1",2320044,2320044,"C",30,"POR",67,61,30,6.5,10.5,0.621,0.1,0.1,0.571,6.4,10.4,0.622,0.624,2.4,3.6,0.686,3.9,9.7,13.5,1.2,0.4,2.9,1.8,2.9,15.5,25,0.644,0.01,0.34,13.6,33.3,23.6,5.9,0.6,8.4,12.9,19.6,NA,5.6,3,8.5,0.204,NA,2.5,0.7,3.2,2.6
"36","Jae Crowder","3",29162700,9720900,"SF-PF",29,"TOT",65,53,28.8,3.5,8.7,0.401,2.1,6.1,0.343,1.4,2.6,0.538,0.521,1.5,1.9,0.776,0.8,5.1,5.9,2.5,1.1,0.4,1.1,2.2,10.5,12.5,0.553,0.7,0.222,3,18.5,11,11.5,1.8,1.2,10,15.5,NA,1.6,2.2,3.8,0.098,NA,-0.5,0.4,-0.1,0.9
"37","Jahlil Okafor","2",4012890,2006445,"C",24,"NOP",30,9,15.6,3.4,5.4,0.623,0,0.1,0.333,3.3,5.3,0.629,0.627,1.3,2.1,0.645,1.6,2.6,4.2,1.2,0.2,0.7,1.3,2.2,8.1,18.3,0.642,0.019,0.383,10.9,18,14.4,12,0.7,3.9,16.7,19.9,NA,0.9,0.4,1.3,0.133,NA,-0.5,0.3,-0.2,0.2
"38","JaKarr Sampson","1",1882867,1882867,"PF",26,"IND",34,12,13.9,2,3.4,0.591,0.1,0.4,0.154,1.9,3,0.647,0.6,0.5,0.8,0.667,0.6,2,2.6,0.6,0.5,0.4,0.4,1.9,4.6,12.6,0.615,0.113,0.235,4.7,15.7,10.2,6.1,1.6,2.2,10.6,13.2,NA,0.6,0.7,1.2,0.124,NA,-2.8,1.4,-1.4,0.1
"39","Jakob Poeltl","3",26250000,8750000,"C",24,"SAS",66,18,17.7,2.5,4,0.624,0,0,NA,2.5,4,0.624,0.624,0.6,1.3,0.465,2,3.7,5.7,1.8,0.6,1.4,0.8,1.9,5.6,19.1,0.612,0,0.323,12.1,22.5,17.3,13.6,1.5,7.1,15.1,13.2,NA,2.4,1.6,4,0.163,NA,0.5,2,2.5,1.3
"40","James Ennis III","1",3300000,3300000,"SF-SG",29,"TOT",69,18,18.3,2.3,5.2,0.446,0.8,2.4,0.325,1.5,2.8,0.553,0.522,1.1,1.4,0.806,1,2.5,3.6,0.9,0.5,0.3,0.8,2,6.6,11.5,0.565,0.471,0.273,6.1,15.3,10.6,7,1.3,1.5,12.6,15.7,NA,1,1.4,2.4,0.09,NA,-2.2,-0.4,-2.6,-0.2
"41","JaMychal Green","2",14759508,7379754,"PF",29,"LAC",63,1,20.7,2.4,5.6,0.429,1.5,3.8,0.387,0.9,1.8,0.518,0.56,0.6,0.8,0.75,1.2,4.9,6.2,0.8,0.5,0.4,0.9,2.8,6.8,11.1,0.576,0.676,0.136,6.3,24.1,15.4,5,1,1.6,12.6,13.7,NA,1.1,2,3.1,0.115,NA,-1.2,0.7,-0.5,0.5
"42","Jared Dudley","1",2564753,2564753,"PF",34,"LAL",45,1,8.1,0.5,1.3,0.4,0.4,0.9,0.429,0.1,0.4,0.333,0.55,0,0,1,0.1,1,1.2,0.6,0.3,0.1,0.2,0.9,1.5,7.8,0.558,0.7,0.033,1.8,13.7,7.8,9.5,2,0.7,11.6,8,NA,0.3,0.5,0.8,0.102,NA,-2.7,2,-0.7,0.1
"43","Jeff Green","1",2564753,2564753,"PF-C",33,"TOT",48,4,20,3.3,7.2,0.462,1.3,3.8,0.339,2,3.4,0.602,0.552,1.5,1.9,0.802,0.5,2.3,2.8,1,0.5,0.4,0.9,1.9,9.4,13.7,0.59,0.532,0.265,2.7,12,7.5,7.9,1.3,1.7,9.9,19,NA,1.2,0.9,2.1,0.104,NA,0,-0.1,-0.1,0.5
"44","Jeff Teague","1",2564753,2564753,"PG",31,"TOT",59,17,24.8,3.6,8.3,0.436,0.7,2,0.368,2.9,6.3,0.457,0.48,2.9,3.3,0.873,0.5,1.9,2.4,5.2,0.7,0.3,2,1.8,10.9,14.6,0.557,0.239,0.403,1.9,8.6,5.2,30.7,1.4,1.1,16.8,19.5,NA,1.9,0.6,2.5,0.082,NA,-0.2,-1.3,-1.5,0.2
"45","Jerami Grant","3",60007500,20002500,"PF",25,"DEN",71,24,26.6,4.3,8.9,0.478,1.4,3.5,0.389,2.9,5.4,0.537,0.555,2.1,2.8,0.75,0.8,2.7,3.5,1.2,0.7,0.8,0.9,2.2,12,14.4,0.591,0.397,0.309,3.4,11.2,7.3,6.6,1.3,2.8,8,18,NA,2.8,1.6,4.4,0.111,NA,0.1,-0.6,-0.5,0.7
"46","Jerian Grant","2",4012890,2006445,"SG",27,"WAS",6,0,13.3,1.7,4.5,0.37,0.3,1.3,0.25,1.3,3.2,0.421,0.407,0.8,1.2,0.714,0.3,0.7,1,1.5,0.2,0.2,0.5,1.8,4.5,6.6,0.449,0.296,0.259,2.6,5.7,4.1,15.3,0.6,1.1,9.1,17.2,NA,0,0,0,-0.018,NA,-4.5,-2,-6.5,-0.1
"47","Jevon Carter","3",11500000,3833333,"PG",24,"PHO",58,2,16.3,1.7,4.2,0.416,1.1,2.5,0.425,0.7,1.7,0.402,0.543,0.4,0.5,0.852,0.5,1.5,2,1.4,0.8,0.3,0.6,1.5,4.9,11.3,0.563,0.601,0.111,3.5,10.5,6.9,11.9,2.4,1.6,11.2,12.9,NA,0.8,1,1.8,0.093,NA,-0.7,1.3,0.6,0.6
"48","Joe Harris","4",7.5e+07,18750000,"SF",28,"BRK",69,69,30.8,5.5,11.4,0.486,2.5,5.9,0.424,3,5.5,0.553,0.596,0.9,1.3,0.719,0.9,3.4,4.3,2.1,0.6,0.2,1.5,2.3,14.5,13.3,0.606,0.518,0.114,3.2,11.2,7.3,10.4,0.9,0.7,11.2,18.3,NA,2.5,1.8,4.3,0.097,NA,0.4,-0.6,-0.2,1
"49","John Konchar","4",9e+06,2250000,"SG",23,"MEM",19,0,9.5,1.3,1.9,0.649,0.3,0.5,0.5,1,1.4,0.704,0.716,0.1,0.1,0.5,0.9,1.5,2.5,1.2,0.4,0.2,0.4,0.4,2.8,18,0.713,0.27,0.054,10.7,16.6,13.7,16.2,1.8,1.5,15.6,10.3,NA,0.5,0.2,0.7,0.182,NA,2.5,2,4.5,0.3
"50","Jordan Clarkson","4",51520000,12880000,"SG",27,"TOT",71,2,24,5.5,12.2,0.454,2.1,5.8,0.368,3.4,6.4,0.533,0.542,1.9,2.3,0.836,0.7,1.9,2.6,1.9,0.6,0.2,1.4,1.5,15.2,17.3,0.574,0.476,0.19,3.3,8.7,6.1,13.2,1.3,0.8,9.4,26.3,NA,2.4,1,3.4,0.096,NA,2.4,-1.3,1.1,1.3
"51","Josh Jackson","2",9772350,4886175,"SF",22,"MEM",22,0,17.3,3.2,7.2,0.44,1,3.3,0.319,2.1,4,0.54,0.513,1.6,2.3,0.7,0.5,2.5,3,1.6,0.8,0.4,1.3,1.8,9,14.1,0.547,0.453,0.314,3.1,14.9,9.1,13.1,2.2,2.1,13.4,22.8,NA,0.1,0.5,0.5,0.069,NA,-1,1.1,0.1,0.2
"52","Justin Holiday","3",18019260,6006420,"SF",30,"IND",73,6,25,2.8,6.7,0.428,1.8,4.5,0.405,1,2.1,0.477,0.566,0.7,0.9,0.791,0.4,2.8,3.3,1.3,1.2,0.6,0.6,1.9,8.3,12.1,0.585,0.681,0.138,1.9,12.2,7.1,6.7,2.3,2.2,7.9,13.4,NA,1.6,2.6,4.2,0.112,NA,-0.5,1.8,1.3,1.5
"53","Kelan Martin","2",3147290,1573645,"SF",24,"MIN",31,4,16,2.3,5.8,0.392,0.8,3.1,0.26,1.5,2.7,0.541,0.461,1,1,0.968,0.4,2.7,3.1,0.7,0.2,0.3,0.6,1.6,6.4,9.2,0.506,0.53,0.171,2.5,18.6,10.2,6.8,0.7,1.5,9.3,17.8,NA,-0.1,0.3,0.2,0.023,NA,-3.3,-1,-4.3,-0.3
"54","Kenrich Williams","3",6e+06,2e+06,"PF",25,"NOP",39,18,21.3,1.3,3.8,0.347,0.6,2.5,0.258,0.7,1.3,0.52,0.432,0.2,0.7,0.346,1.3,3.5,4.8,1.5,0.7,0.5,0.6,2.3,3.5,7.5,0.429,0.66,0.177,6.5,17.3,11.9,8.4,1.5,2.1,12.2,8.9,NA,0.1,0.8,0.9,0.05,NA,-3.4,0.9,-2.4,-0.1
"55","Kent Bazemore","1",2320044,2320044,"SF",30,"TOT",68,21,24.8,2.9,7.9,0.375,1.2,3.6,0.344,1.7,4.3,0.4,0.453,1.7,2.2,0.769,0.4,3.9,4.3,1.4,1.1,0.6,1.3,2.9,8.8,9.3,0.499,0.457,0.275,1.7,17.1,9.4,7.4,2.1,2.1,13.2,17.5,NA,-0.9,1.5,0.6,0.017,NA,-3.4,0.3,-3,-0.5
"56","Kentavious Caldwell-Pope","3",39116585,13038862,"SG",26,"LAL",69,26,25.5,3.4,7.3,0.467,1.3,3.5,0.385,2.1,3.9,0.541,0.558,1.1,1.5,0.775,0.6,1.5,2.1,1.6,0.8,0.2,0.9,1.9,9.3,11,0.584,0.471,0.201,2.4,6.4,4.4,8.5,1.5,0.7,10.1,14.7,NA,1.9,1.9,3.7,0.102,NA,-1.2,0.4,-0.8,0.5
"57","Kris Dunn","2",1e+07,5e+06,"PG",25,"CHI",51,32,24.9,3,6.7,0.444,0.6,2.2,0.259,2.4,4.5,0.535,0.487,0.8,1.1,0.741,0.5,3.2,3.6,3.4,2,0.3,1.3,3.1,7.3,12.1,0.51,0.327,0.158,1.9,14.9,8.1,19.4,3.8,1.3,15.7,14.6,NA,0.3,2,2.3,0.085,NA,-3.8,3.1,-0.6,0.4
"58","Langston Galloway","1",2028594,2028594,"SG",28,"DET",66,6,25.8,3.6,8.2,0.435,2,5,0.399,1.6,3.2,0.493,0.557,1.1,1.3,0.859,0.5,1.8,2.3,1.5,0.7,0.2,0.6,1.5,10.3,12.3,0.584,0.611,0.157,2.2,7.8,5,8.8,1.4,0.5,6.5,15.9,NA,2.4,0.7,3.1,0.087,NA,0,-0.9,-0.8,0.5
"59","Malik Beasley","4",6e+07,1.5e+07,"SG",23,"TOT",55,14,22,4.1,9.7,0.425,1.9,5,0.388,2.2,4.7,0.465,0.525,1,1.2,0.818,0.3,2.4,2.7,1.4,0.7,0.1,1,1.4,11.2,12.7,0.546,0.517,0.124,1.6,11.9,6.7,9.4,1.6,0.6,9.2,21.8,NA,0.4,0.8,1.2,0.049,NA,-0.7,-1.4,-2.1,0
"60","Marc Gasol","2",5257744,2628872,"C",35,"TOR",44,43,26.4,2.7,6.3,0.427,1.3,3.4,0.385,1.4,3,0.473,0.529,0.8,1.1,0.735,0.7,5.5,6.3,3.3,0.8,0.9,1.3,2.8,7.5,11.8,0.551,0.53,0.176,2.9,21.7,12.5,17.3,1.4,3.2,16.4,13.2,NA,0.8,2.2,3,0.124,NA,-1.2,2.8,1.6,1.1
"61","Markieff Morris","1",2331593,2331593,"PF",30,"TOT",58,17,20.5,3.5,7.9,0.443,1.5,3.9,0.386,2,4,0.5,0.539,1.1,1.5,0.776,0.7,3.1,3.8,1.3,0.5,0.3,1.3,2.3,9.7,12.5,0.565,0.498,0.186,3.8,17.1,10.3,10.1,1.3,1.2,13.3,20.9,NA,0.5,1,1.4,0.058,NA,-1.1,-0.9,-2,0
"62","Mason Plumlee","3",24662500,8220833,"C",29,"DEN",61,1,17.3,2.9,4.7,0.615,0,0.1,0,2.9,4.6,0.625,0.615,1.4,2.5,0.535,1.6,3.6,5.2,2.5,0.5,0.6,1.3,2.3,7.2,18.8,0.613,0.017,0.538,10.4,23.2,16.8,20.9,1.5,3.3,18.7,18,NA,2,1.4,3.4,0.153,NA,0.3,1.7,2,1.1
"63","Matthew Dellavedova","1",2174318,2174318,"PG",29,"CLE",57,4,14.4,1.1,3.1,0.354,0.4,1.6,0.231,0.7,1.5,0.488,0.414,0.6,0.6,0.865,0.3,1,1.3,3.2,0.4,0,1,1.4,3.1,8.1,0.463,0.52,0.211,2.4,7.8,5.1,29,1.2,0.2,23.6,13,NA,0.1,0.1,0.2,0.011,NA,-3.6,-1.6,-5.2,-0.7
